_id,Month,Hospital,TotalOperations,TotalOperationsQF,TotalCancelled,TotalCancelledQF,CancelledByPatientReason,CancelledByPatientReasonQF,ClinicalReason,ClinicalReasonQF,NonClinicalCapacityReason,NonClinicalCapacityReasonQF,OtherReason,OtherReasonQF
1469,201603,H103H,116,"",20,"",5,"",8,"",7,"",0,""
1470,201604,H103H,85,"",16,"",7,"",8,"",1,"",0,""
1471,201605,H103H,113,"",13,"",5,"",3,"",5,"",0,""
1472,201606,H103H,102,"",16,"",7,"",6,"",3,"",0,""
1473,201607,H103H,91,"",14,"",4,"",3,"",7,"",0,""
1474,201608,H103H,123,"",11,"",4,"",2,"",5,"",0,""
1475,201609,H103H,120,"",15,"",10,"",4,"",1,"",0,""
1476,201610,H103H,99,"",26,"",10,"",8,"",8,"",0,""
1477,201611,H103H,109,"",15,"",9,"",5,"",1,"",0,""
1478,201612,H103H,121,"",24,"",10,"",13,"",1,"",0,""
1479,201701,H103H,124,"",12,"",8,"",4,"",0,"",0,""
1480,201702,H103H,110,"",18,"",5,"",9,"",4,"",0,""
1481,201703,H103H,138,"",15,"",9,"",5,"",1,"",0,""
1482,201704,H103H,101,"",18,"",7,"",11,"",0,"",0,""
1483,201705,H103H,98,"",12,"",5,"",5,"",2,"",0,""
1484,201706,H103H,134,"",20,"",8,"",12,"",0,"",0,""
1485,201707,H103H,104,"",15,"",3,"",11,"",1,"",0,""
1486,201708,H103H,124,"",17,"",6,"",7,"",4,"",0,""
1487,201709,H103H,109,"",9,"",3,"",6,"",0,"",0,""
1488,201710,H103H,116,"",12,"",5,"",6,"",1,"",0,""
1489,201711,H103H,126,"",23,"",13,"",8,"",2,"",0,""
1490,201712,H103H,110,"",17,"",8,"",4,"",5,"",0,""
1491,201801,H103H,103,"",16,"",6,"",10,"",0,"",0,""
1492,201802,H103H,120,"",14,"",5,"",6,"",3,"",0,""
1493,201803,H103H,100,"",12,"",7,"",4,"",1,"",0,""
1494,201804,H103H,90,"",20,"",4,"",3,"",13,"",0,""
1495,201805,H103H,126,"",10,"",5,"",5,"",0,"",0,""
1496,201806,H103H,126,"",7,"",4,"",3,"",0,"",0,""
1497,201807,H103H,89,"",8,"",4,"",2,"",2,"",0,""
1498,201808,H103H,141,"",9,"",7,"",2,"",0,"",0,""
1499,201809,H103H,119,"",23,"",13,"",10,"",0,"",0,""
1500,201810,H103H,134,"",13,"",6,"",7,"",0,"",0,""
1501,201811,H103H,160,"",15,"",7,"",5,"",3,"",0,""
1502,201812,H103H,92,"",18,"",6,"",8,"",4,"",0,""
1503,201901,H103H,120,"",18,"",14,"",4,"",0,"",0,""
1504,201902,H103H,130,"",14,"",7,"",2,"",5,"",0,""
1505,201903,H103H,120,"",26,"",9,"",12,"",5,"",0,""
1506,201904,H103H,97,"",14,"",8,"",6,"",0,"",0,""
1507,201905,H103H,105,"",19,"",9,"",9,"",1,"",0,""
1508,201906,H103H,109,"",16,"",3,"",4,"",9,"",0,""
1509,201907,H103H,133,"",16,"",8,"",8,"",0,"",0,""
1510,201908,H103H,146,"",20,"",11,"",8,"",1,"",0,""
1511,201909,H103H,137,"",18,"",16,"",2,"",0,"",0,""
1512,201910,H103H,125,"",12,"",9,"",3,"",0,"",0,""
1513,201911,H103H,158,"",18,"",5,"",10,"",3,"",0,""
1514,201912,H103H,128,"",18,"",8,"",6,"",4,"",0,""
1515,202001,H103H,130,"",17,"",5,"",10,"",2,"",0,""
1516,202002,H103H,84,"",6,"",1,"",2,"",3,"",0,""
1517,202003,H103H,79,"",15,"",5,"",2,"",8,"",0,""
1518,202004,H103H,6,"",1,"",0,"",0,"",1,"",0,""
1519,202005,H103H,10,"",0,"",0,"",0,"",0,"",0,""
1520,202006,H103H,54,"",6,"",3,"",3,"",0,"",0,""
1521,202007,H103H,106,"",17,"",10,"",7,"",0,"",0,""
1522,202008,H103H,74,"",11,"",6,"",3,"",2,"",0,""
1523,202009,H103H,74,"",13,"",9,"",4,"",0,"",0,""
1524,202010,H103H,92,"",6,"",1,"",1,"",4,"",0,""
1525,202011,H103H,64,"",7,"",3,"",4,"",0,"",0,""
1526,202012,H103H,52,"",10,"",3,"",4,"",3,"",0,""
1527,202101,H103H,64,"",4,"",2,"",2,"",0,"",0,""
1528,202102,H103H,38,"",3,"",1,"",1,"",1,"",0,""
1529,202103,H103H,71,"",0,"",0,"",0,"",0,"",0,""
1530,202104,H103H,56,"",2,"",1,"",1,"",0,"",0,""
1531,202105,H103H,55,"",5,"",2,"",3,"",0,"",0,""
1532,202106,H103H,94,"",8,"",2,"",3,"",3,"",0,""
1533,202107,H103H,52,"",7,"",1,"",4,"",2,"",0,""
1534,202108,H103H,77,"",4,"",1,"",2,"",1,"",0,""
1535,202109,H103H,64,"",1,"",0,"",0,"",1,"",0,""
1536,202110,H103H,69,"",5,"",2,"",3,"",0,"",0,""
1537,202111,H103H,102,"",12,"",1,"",7,"",4,"",0,""
1538,202112,H103H,70,"",7,"",2,"",3,"",2,"",0,""
1539,202201,H103H,82,"",14,"",3,"",8,"",3,"",0,""
1540,202202,H103H,69,"",19,"",4,"",8,"",7,"",0,""
1541,202203,H103H,34,"",11,"",2,"",2,"",7,"",0,""
1542,202204,H103H,58,"",11,"",4,"",6,"",1,"",0,""
1543,202205,H103H,74,"",7,"",3,"",1,"",3,"",0,""
1544,202206,H103H,70,"",5,"",1,"",2,"",2,"",0,""
1545,202207,H103H,46,"",3,"",1,"",2,"",0,"",0,""
1546,202208,H103H,69,"",8,"",3,"",5,"",0,"",0,""
1547,202209,H103H,47,"",7,"",5,"",0,"",2,"",0,""
1548,202210,H103H,65,"",3,"",0,"",2,"",1,"",0,""
1549,202211,H103H,57,"",2,"",2,"",0,"",0,"",0,""
1550,202212,H103H,55,"",6,"",3,"",1,"",2,"",0,""
1551,201505,H202H,1018,"",176,"",55,"",35,"",86,"",0,""
1552,201506,H202H,1004,"",131,"",48,"",25,"",58,"",0,""
1553,201507,H202H,989,"",121,"",45,"",36,"",40,"",0,""
1554,201508,H202H,915,"",146,"",62,"",32,"",52,"",0,""
1555,201509,H202H,1035,"",133,"",54,"",47,"",32,"",0,""
1556,201510,H202H,859,"",124,"",49,"",32,"",43,"",0,""
1557,201511,H202H,881,"",90,"",37,"",23,"",30,"",0,""
1558,201512,H202H,831,"",107,"",34,"",21,"",51,"",1,""
1559,201601,H202H,875,"",151,"",40,"",40,"",69,"",2,""
1560,201602,H202H,962,"",137,"",52,"",33,"",52,"",0,""
1561,201603,H202H,957,"",110,"",51,"",28,"",31,"",0,""
1562,201604,H202H,930,"",92,"",51,"",25,"",16,"",0,""
1563,201605,H202H,951,"",121,"",41,"",30,"",50,"",0,""
1564,201606,H202H,937,"",122,"",51,"",34,"",37,"",0,""
1565,201607,H202H,764,"",87,"",47,"",25,"",15,"",0,""
1566,201608,H202H,955,"",161,"",37,"",27,"",97,"",0,""
1567,201609,H202H,966,"",139,"",56,"",30,"",52,"",1,""
1568,201610,H202H,889,"",99,"",41,"",27,"",31,"",0,""
1569,201611,H202H,1078,"",145,"",41,"",49,"",55,"",0,""
1570,201612,H202H,886,"",168,"",36,"",33,"",99,"",0,""
1571,201701,H202H,901,"",107,"",37,"",24,"",45,"",1,""
1572,201702,H202H,888,"",117,"",38,"",34,"",44,"",1,""
1573,201703,H202H,985,"",159,"",57,"",40,"",62,"",0,""
1574,201704,H202H,796,"",101,"",38,"",23,"",40,"",0,""
1575,201705,H202H,1055,"",100,"",49,"",33,"",18,"",0,""
1576,201706,H202H,965,"",105,"",53,"",33,"",19,"",0,""
1577,201707,H202H,1027,"",89,"",47,"",22,"",20,"",0,""
1578,201708,H202H,1061,"",95,"",42,"",30,"",23,"",0,""
1579,201709,H202H,1007,"",93,"",43,"",27,"",23,"",0,""
1580,201710,H202H,980,"",122,"",59,"",26,"",37,"",0,""
1581,201711,H202H,1057,"",115,"",55,"",36,"",23,"",1,""
1582,201712,H202H,921,"",102,"",48,"",25,"",26,"",3,""
1583,201801,H202H,886,"",230,"",43,"",21,"",161,"",5,""
1584,201802,H202H,675,"",166,"",26,"",14,"",122,"",4,""
1585,201803,H202H,966,"",134,"",41,"",21,"",67,"",5,""
1586,201804,H202H,985,"",108,"",53,"",33,"",22,"",0,""
1587,201805,H202H,1078,"",89,"",37,"",29,"",23,"",0,""
1588,201806,H202H,911,"",85,"",38,"",26,"",21,"",0,""
1589,201807,H202H,971,"",158,"",44,"",27,"",87,"",0,""
1590,201808,H202H,1024,"",159,"",50,"",40,"",69,"",0,""
1591,201809,H202H,981,"",113,"",51,"",30,"",32,"",0,""
1592,201810,H202H,1072,"",119,"",55,"",28,"",36,"",0,""
1593,201811,H202H,991,"",107,"",39,"",33,"",35,"",0,""
1594,201812,H202H,897,"",102,"",47,"",31,"",24,"",0,""
1595,201901,H202H,934,"",119,"",36,"",24,"",53,"",6,""
1596,201902,H202H,969,"",141,"",54,"",35,"",51,"",1,""
1597,201903,H202H,1142,"",91,"",42,"",30,"",18,"",1,""
1598,201904,H202H,1066,"",133,"",51,"",28,"",54,"",0,""
1599,201905,H202H,1198,"",148,"",74,"",35,"",39,"",0,""
1600,201906,H202H,909,"",114,"",38,"",26,"",50,"",0,""
1601,201907,H202H,947,"",140,"",56,"",29,"",55,"",0,""
1602,201908,H202H,935,"",116,"",50,"",36,"",30,"",0,""
1603,201909,H202H,1089,"",133,"",62,"",35,"",36,"",0,""
1604,201910,H202H,1060,"",105,"",53,"",30,"",22,"",0,""
1605,201911,H202H,976,"",139,"",42,"",29,"",68,"",0,""
1606,201912,H202H,869,"",140,"",40,"",31,"",69,"",0,""
1607,202001,H202H,956,"",159,"",33,"",25,"",101,"",0,""
1608,202002,H202H,957,"",114,"",32,"",43,"",38,"",1,""
1609,202003,H202H,576,"",208,"",21,"",15,"",172,"",0,""
1610,202004,H202H,98,"",0,"",0,"",0,"",0,"",0,""
1611,202005,H202H,155,"",4,"",1,"",3,"",0,"",0,""
1612,202006,H202H,308,"",16,"",5,"",9,"",2,"",0,""
1613,202007,H202H,532,"",41,"",11,"",18,"",12,"",0,""
1614,202008,H202H,537,"",26,"",6,"",14,"",6,"",0,""
1615,202009,H202H,682,"",82,"",24,"",33,"",25,"",0,""
1616,202010,H202H,654,"",52,"",16,"",28,"",8,"",0,""
1617,202011,H202H,632,"",55,"",4,"",25,"",26,"",0,""
1618,202012,H202H,612,"",119,"",24,"",17,"",77,"",1,""
1619,202101,H202H,298,"",27,"",11,"",11,"",4,"",1,""
1620,202102,H202H,282,"",50,"",7,"",12,"",30,"",1,""
1621,202103,H202H,394,"",35,"",4,"",16,"",15,"",0,""
1622,202104,H202H,475,"",28,"",13,"",11,"",3,"",1,""
1623,202105,H202H,587,"",32,"",11,"",15,"",6,"",0,""
1624,202106,H202H,705,"",64,"",27,"",25,"",12,"",0,""
1625,202107,H202H,686,"",158,"",22,"",18,"",118,"",0,""
1626,202108,H202H,683,"",101,"",25,"",20,"",56,"",0,""
1627,202109,H202H,458,"",58,"",5,"",12,"",41,"",0,""
1628,202110,H202H,427,"",58,"",9,"",13,"",36,"",0,""
1629,202111,H202H,623,"",71,"",17,"",15,"",39,"",0,""
1630,202112,H202H,511,"",44,"",13,"",17,"",14,"",0,""
1631,202201,H202H,460,"",42,"",9,"",12,"",21,"",0,""
1632,202202,H202H,563,"",57,"",13,"",21,"",22,"",1,""
1633,202203,H202H,585,"",132,"",16,"",28,"",88,"",0,""
1634,202204,H202H,505,"",100,"",16,"",25,"",59,"",0,""
1635,202205,H202H,615,"",72,"",14,"",17,"",41,"",0,""
1636,202206,H202H,576,"",87,"",21,"",21,"",45,"",0,""
1637,202207,H202H,589,"",42,"",17,"",19,"",6,"",0,""
1638,202208,H202H,756,"",49,"",18,"",17,"",14,"",0,""
1639,202209,H202H,785,"",85,"",23,"",22,"",40,"",0,""
1640,202210,H202H,753,"",140,"",20,"",37,"",83,"",0,""
1641,202211,H202H,777,"",118,"",18,"",34,"",66,"",0,""
1642,202212,H202H,673,"",83,"",14,"",24,"",39,"",6,""
1643,201505,H212H,140,"",21,"",13,"",5,"",3,"",0,""
1644,201506,H212H,151,"",21,"",13,"",8,"",0,"",0,""
1645,201507,H212H,153,"",20,"",12,"",8,"",0,"",0,""
1646,201508,H212H,125,"",23,"",14,"",9,"",0,"",0,""
1647,201509,H212H,138,"",18,"",15,"",3,"",0,"",0,""
1648,201510,H212H,126,"",22,"",10,"",11,"",1,"",0,""
1649,201511,H212H,109,"",23,"",13,"",10,"",0,"",0,""
1650,201512,H212H,92,"",17,"",7,"",3,"",7,"",0,""
1651,201601,H212H,85,"",12,"",3,"",5,"",4,"",0,""
1652,201602,H212H,37,"",8,"",5,"",3,"",0,"",0,""
1653,201603,H212H,37,"",3,"",1,"",2,"",0,"",0,""
1654,201604,H212H,34,"",4,"",2,"",1,"",1,"",0,""
1655,201605,H212H,41,"",5,"",3,"",2,"",0,"",0,""
1656,201606,H212H,41,"",7,"",3,"",4,"",0,"",0,""
1657,201607,H212H,36,"",3,"",2,"",1,"",0,"",0,""
1658,201608,H212H,31,"",2,"",2,"",0,"",0,"",0,""
1659,201609,H212H,41,"",12,"",10,"",2,"",0,"",0,""
1660,201610,H212H,38,"",12,"",6,"",6,"",0,"",0,""
1661,201611,H212H,40,"",4,"",3,"",1,"",0,"",0,""
1662,201612,H212H,30,"",6,"",5,"",1,"",0,"",0,""
1663,201701,H212H,37,"",13,"",4,"",9,"",0,"",0,""
1664,201702,H212H,37,"",7,"",4,"",3,"",0,"",0,""
1665,201703,H212H,36,"",9,"",4,"",4,"",1,"",0,""
1666,201704,H212H,32,"",7,"",6,"",1,"",0,"",0,""
1667,201705,H212H,32,"",5,"",3,"",1,"",1,"",0,""
1668,201706,H212H,27,"",5,"",4,"",1,"",0,"",0,""
1669,201707,H212H,20,"",2,"",2,"",0,"",0,"",0,""
1670,201708,H212H,33,"",2,"",0,"",1,"",1,"",0,""
1671,201709,H212H,32,"",7,"",4,"",1,"",2,"",0,""
1672,201710,H212H,39,"",7,"",5,"",2,"",0,"",0,""
1673,201711,H212H,54,"",7,"",7,"",0,"",0,"",0,""
1674,201712,H212H,30,"",8,"",7,"",1,"",0,"",0,""
1675,201801,H212H,48,"",8,"",1,"",3,"",4,"",0,""
1676,201802,H212H,52,"",6,"",4,"",2,"",0,"",0,""
1677,201803,H212H,55,"",8,"",7,"",1,"",0,"",0,""
1678,201804,H212H,65,"",9,"",8,"",1,"",0,"",0,""
1679,201805,H212H,45,"",3,"",2,"",1,"",0,"",0,""
1680,201806,H212H,61,"",7,"",6,"",1,"",0,"",0,""
1681,201807,H212H,44,"",7,"",3,"",3,"",1,"",0,""
1682,201808,H212H,37,"",6,"",4,"",1,"",1,"",0,""
1683,201809,H212H,51,"",10,"",8,"",2,"",0,"",0,""
1684,201810,H212H,64,"",7,"",6,"",0,"",1,"",0,""
1685,201811,H212H,57,"",8,"",4,"",4,"",0,"",0,""
1686,201812,H212H,43,"",6,"",2,"",3,"",1,"",0,""
1687,201901,H212H,53,"",5,"",2,"",3,"",0,"",0,""
1688,201902,H212H,43,"",11,"",3,"",2,"",6,"",0,""
1689,201903,H212H,55,"",9,"",4,"",2,"",3,"",0,""
1690,201904,H212H,70,"",10,"",8,"",2,"",0,"",0,""
1691,201905,H212H,45,"",6,"",3,"",0,"",3,"",0,""
1692,201906,H212H,64,"",11,"",5,"",6,"",0,"",0,""
1693,201907,H212H,55,"",4,"",2,"",2,"",0,"",0,""
1694,201908,H212H,56,"",5,"",3,"",1,"",1,"",0,""
1695,201909,H212H,39,"",10,"",6,"",1,"",3,"",0,""
1696,201910,H212H,59,"",9,"",4,"",5,"",0,"",0,""
1697,201911,H212H,64,"",7,"",4,"",3,"",0,"",0,""
1698,201912,H212H,33,"",7,"",3,"",2,"",2,"",0,""
1699,202001,H212H,47,"",4,"",1,"",1,"",2,"",0,""
1700,202002,H212H,61,"",8,"",2,"",3,"",3,"",0,""
1701,202003,H212H,26,"",8,"",1,"",2,"",5,"",0,""
1702,202005,H212H,1,"",1,"",0,"",0,"",1,"",0,""
1703,202006,H212H,1,"",0,"",0,"",0,"",0,"",0,""
1704,202007,H212H,40,"",12,"",6,"",3,"",3,"",0,""
1705,202008,H212H,49,"",5,"",0,"",5,"",0,"",0,""
1706,202009,H212H,64,"",6,"",2,"",3,"",1,"",0,""
1707,202010,H212H,52,"",4,"",2,"",2,"",0,"",0,""
1708,202011,H212H,41,"",2,"",1,"",1,"",0,"",0,""
1709,202012,H212H,31,"",3,"",0,"",1,"",2,"",0,""
1710,202101,H212H,43,"",6,"",1,"",3,"",2,"",0,""
1711,202102,H212H,40,"",0,"",0,"",0,"",0,"",0,""
1712,202103,H212H,57,"",6,"",3,"",3,"",0,"",0,""
1713,202104,H212H,48,"",2,"",1,"",1,"",0,"",0,""
1714,202105,H212H,41,"",5,"",1,"",4,"",0,"",0,""
1715,202106,H212H,58,"",6,"",2,"",3,"",1,"",0,""
1716,202107,H212H,41,"",5,"",0,"",4,"",1,"",0,""
1717,202108,H212H,39,"",4,"",2,"",1,"",1,"",0,""
1718,202109,H212H,47,"",5,"",1,"",4,"",0,"",0,""
1719,202110,H212H,42,"",3,"",1,"",2,"",0,"",0,""
1720,202111,H212H,62,"",5,"",2,"",0,"",3,"",0,""
1721,202112,H212H,42,"",7,"",2,"",1,"",4,"",0,""
1722,202201,H212H,37,"",2,"",2,"",0,"",0,"",0,""
1723,202202,H212H,69,"",12,"",7,"",2,"",2,"",1,""
1724,202203,H212H,49,"",6,"",5,"",0,"",1,"",0,""
1725,202204,H212H,71,"",7,"",2,"",5,"",0,"",0,""
1726,202205,H212H,40,"",3,"",1,"",0,"",2,"",0,""
1727,202206,H212H,54,"",5,"",1,"",4,"",0,"",0,""
1728,202207,H212H,47,"",5,"",4,"",1,"",0,"",0,""
1729,202208,H212H,58,"",18,"",2,"",1,"",15,"",0,""
1730,202209,H212H,51,"",4,"",2,"",1,"",1,"",0,""
1731,202210,H212H,57,"",11,"",4,"",1,"",6,"",0,""
1732,202211,H212H,59,"",9,"",2,"",7,"",0,"",0,""
1733,202212,H212H,42,"",3,"",3,"",0,"",0,"",0,""
1734,201505,L106H,775,"",84,"",42,"",39,"",3,"",0,""
1735,201506,L106H,947,"",90,"",48,"",32,"",10,"",0,""
1736,201507,L106H,756,"",88,"",42,"",30,"",16,"",0,""
1737,201508,L106H,910,"",99,"",49,"",39,"",11,"",0,""
1738,201509,L106H,838,"",92,"",45,"",35,"",12,"",0,""
1739,201510,L106H,788,"",77,"",20,"",34,"",23,"",0,""
1740,201511,L106H,799,"",89,"",41,"",29,"",19,"",0,""
1741,201512,L106H,794,"",84,"",22,"",38,"",24,"",0,""
1742,201601,L106H,754,"",82,"",30,"",34,"",18,"",0,""
1743,201602,L106H,810,"",99,"",32,"",49,"",18,"",0,""
1744,201603,L106H,759,"",98,"",34,"",47,"",17,"",0,""
1745,201604,L106H,845,"",143,"",73,"",47,"",23,"",0,""
1746,201605,L106H,821,"",76,"",19,"",45,"",12,"",0,""
1747,201606,L106H,804,"",70,"",31,"",29,"",10,"",0,""
1748,201607,L106H,743,"",65,"",28,"",27,"",10,"",0,""
1749,201608,L106H,759,"",72,"",22,"",45,"",5,"",0,""
1750,201609,L106H,730,"",83,"",27,"",35,"",21,"",0,""
1751,201610,L106H,701,"",59,"",22,"",31,"",6,"",0,""
1752,201611,L106H,791,"",68,"",29,"",33,"",6,"",0,""
1753,201612,L106H,640,"",73,"",27,"",41,"",5,"",0,""
1754,201701,L106H,710,"",69,"",34,"",29,"",6,"",0,""
1755,201702,L106H,684,"",68,"",29,"",31,"",8,"",0,""
1756,201703,L106H,839,"",89,"",33,"",43,"",13,"",0,""
1757,201704,L106H,558,"",51,"",25,"",20,"",6,"",0,""
1758,201705,L106H,745,"",55,"",22,"",27,"",6,"",0,""
1759,201706,L106H,792,"",80,"",40,"",27,"",13,"",0,""
1760,201707,L106H,644,"",65,"",33,"",25,"",7,"",0,""
1761,201708,L106H,694,"",77,"",23,"",38,"",16,"",0,""
1762,201709,L106H,632,"",65,"",22,"",23,"",20,"",0,""
1763,201710,L106H,793,"",109,"",60,"",33,"",16,"",0,""
1764,201711,L106H,862,"",86,"",40,"",37,"",9,"",0,""
1765,201712,L106H,648,"",62,"",19,"",34,"",9,"",0,""
1766,201801,L106H,815,"",56,"",16,"",31,"",9,"",0,""
1767,201802,L106H,847,"",98,"",53,"",28,"",15,"",2,""
1768,201803,L106H,816,"",79,"",32,"",31,"",15,"",1,""
1769,201804,L106H,694,"",57,"",18,"",28,"",11,"",0,""
1770,201805,L106H,848,"",81,"",28,"",31,"",20,"",2,""
1771,201806,L106H,684,"",50,"",15,"",27,"",5,"",3,""
1772,201807,L106H,679,"",60,"",20,"",28,"",10,"",2,""
1773,201808,L106H,764,"",88,"",21,"",42,"",18,"",7,""
1774,201809,L106H,779,"",79,"",36,"",27,"",14,"",2,""
1775,201810,L106H,931,"",68,"",32,"",22,"",10,"",4,""
1776,201811,L106H,860,"",94,"",38,"",39,"",17,"",0,""
1777,201812,L106H,673,"",79,"",48,"",28,"",2,"",1,""
1778,201901,L106H,805,"",91,"",41,"",42,"",6,"",2,""
1779,201902,L106H,789,"",104,"",62,"",27,"",10,"",5,""
1780,201903,L106H,820,"",109,"",46,"",46,"",8,"",9,""
1781,201904,L106H,759,"",108,"",54,"",38,"",14,"",2,""
1782,201905,L106H,840,"",79,"",20,"",49,"",7,"",3,""
1783,201906,L106H,683,"",53,"",11,"",32,"",9,"",1,""
1784,201907,L106H,697,"",66,"",13,"",38,"",8,"",7,""
1785,201908,L106H,822,"",99,"",50,"",32,"",15,"",2,""
1786,201909,L106H,755,"",79,"",44,"",25,"",8,"",2,""
1787,201910,L106H,875,"",108,"",59,"",33,"",14,"",2,""
1788,201911,L106H,857,"",83,"",50,"",26,"",7,"",0,""
1789,201912,L106H,630,"",67,"",37,"",25,"",3,"",2,""
1790,202001,L106H,776,"",84,"",50,"",26,"",7,"",1,""
1791,202002,L106H,706,"",95,"",50,"",36,"",1,"",8,""
1792,202003,L106H,469,"",55,"",27,"",26,"",2,"",0,""
1793,202004,L106H,8,"",0,"",0,"",0,"",0,"",0,""
1794,202005,L106H,7,"",1,"",0,"",0,"",0,"",1,""
1795,202006,L106H,52,"",5,"",0,"",0,"",2,"",3,""
1796,202007,L106H,144,"",6,"",1,"",2,"",1,"",2,""
1797,202008,L106H,472,"",24,"",11,"",8,"",2,"",3,""
1798,202009,L106H,631,"",45,"",18,"",19,"",1,"",7,""
1799,202010,L106H,772,"",65,"",20,"",21,"",23,"",1,""
1800,202011,L106H,348,"",47,"",9,"",25,"",3,"",10,""
1801,202012,L106H,503,"",31,"",13,"",11,"",4,"",3,""
1802,202101,L106H,399,"",23,"",3,"",3,"",3,"",14,""
1803,202102,L106H,296,"",18,"",8,"",7,"",1,"",2,""
1804,202103,L106H,557,"",30,"",6,"",13,"",7,"",4,""
1805,202104,L106H,634,"",47,"",19,"",21,"",6,"",1,""
1806,202105,L106H,633,"",51,"",15,"",31,"",5,"",0,""
1807,202106,L106H,714,"",35,"",11,"",22,"",2,"",0,""
1808,202107,L106H,564,"",46,"",12,"",19,"",11,"",4,""
1809,202108,L106H,725,"",72,"",26,"",37,"",9,"",0,""
1810,202109,L106H,261,"",23,"",8,"",12,"",3,"",0,""
1811,202110,L106H,378,"",32,"",11,"",18,"",2,"",1,""
1812,202111,L106H,634,"",98,"",47,"",41,"",9,"",1,""
1813,202112,L106H,539,"",70,"",45,"",19,"",5,"",1,""
1814,202201,L106H,441,"",82,"",51,"",25,"",6,"",0,""
1815,202202,L106H,555,"",64,"",42,"",16,"",2,"",4,""
1816,202203,L106H,691,"",104,"",75,"",21,"",7,"",1,""
1817,202204,L106H,650,"",103,"",79,"",20,"",3,"",1,""
1818,202205,L106H,759,"",129,"",94,"",26,"",4,"",5,""
1819,202206,L106H,535,"",66,"",34,"",20,"",11,"",1,""
1820,202207,L106H,651,"",116,"",66,"",21,"",27,"",2,""
1821,202208,L106H,667,"",128,"",63,"",22,"",18,"",25,""
1822,202209,L106H,599,"",74,"",49,"",17,"",7,"",1,""
1823,202210,L106H,526,"",61,"",46,"",10,"",1,"",4,""
1824,202211,L106H,652,"",77,"",44,"",19,"",8,"",6,""
1825,202212,L106H,475,"",84,"",50,"",21,"",9,"",4,""
1826,201505,L302H,902,"",61,"",33,"",14,"",14,"",0,""
1827,201506,L302H,874,"",67,"",37,"",13,"",17,"",0,""
1828,201507,L302H,890,"",86,"",46,"",20,"",20,"",0,""
1829,201508,L302H,933,"",61,"",41,"",13,"",7,"",0,""
1830,201509,L302H,897,"",74,"",37,"",29,"",8,"",0,""
1831,201510,L302H,1048,"",71,"",37,"",28,"",6,"",0,""
1832,201511,L302H,1044,"",96,"",45,"",31,"",20,"",0,""
1833,201512,L302H,1033,"",85,"",41,"",17,"",27,"",0,""
1834,201601,L302H,1063,"",97,"",35,"",27,"",35,"",0,""
1835,201602,L302H,963,"",80,"",29,"",34,"",17,"",0,""
1836,201603,L302H,984,"",81,"",41,"",26,"",14,"",0,""
1837,201604,L302H,1059,"",99,"",49,"",32,"",18,"",0,""
1838,201605,L302H,1103,"",85,"",34,"",40,"",11,"",0,""
1839,201606,L302H,1013,"",106,"",57,"",31,"",18,"",0,""
1840,201607,L302H,753,"",71,"",36,"",23,"",12,"",0,""
1841,201608,L302H,1081,"",117,"",63,"",26,"",28,"",0,""
1842,201609,L302H,968,"",117,"",42,"",28,"",47,"",0,""
1843,201610,L302H,1163,"",103,"",54,"",26,"",23,"",0,""
1844,201611,L302H,1015,"",88,"",43,"",27,"",18,"",0,""
1845,201612,L302H,951,"",100,"",50,"",30,"",20,"",0,""
1846,201701,L302H,989,"",89,"",53,"",15,"",21,"",0,""
1847,201702,L302H,946,"",92,"",56,"",18,"",18,"",0,""
1848,201703,L302H,1077,"",80,"",35,"",25,"",20,"",0,""
1849,201704,L302H,864,"",55,"",34,"",15,"",6,"",0,""
1850,201705,L302H,1003,"",89,"",39,"",31,"",19,"",0,""
1851,201706,L302H,1056,"",92,"",48,"",21,"",23,"",0,""
1852,201707,L302H,866,"",74,"",34,"",20,"",20,"",0,""
1853,201708,L302H,1041,"",97,"",49,"",35,"",13,"",0,""
1854,201709,L302H,917,"",82,"",39,"",27,"",16,"",0,""
1855,201710,L302H,886,"",80,"",31,"",25,"",24,"",0,""
1856,201711,L302H,997,"",71,"",36,"",23,"",12,"",0,""
1857,201712,L302H,812,"",85,"",37,"",25,"",23,"",0,""
1858,201801,L302H,1031,"",102,"",37,"",37,"",28,"",0,""
1859,201802,L302H,896,"",116,"",55,"",29,"",28,"",4,""
1860,201803,L302H,993,"",99,"",46,"",28,"",19,"",6,""
1861,201804,L302H,966,"",105,"",54,"",32,"",10,"",9,""
1862,201805,L302H,1024,"",88,"",37,"",13,"",27,"",11,""
1863,201806,L302H,900,"",89,"",32,"",22,"",30,"",5,""
1864,201807,L302H,886,"",78,"",38,"",24,"",14,"",2,""
1865,201808,L302H,997,"",94,"",45,"",31,"",12,"",6,""
1866,201809,L302H,960,"",90,"",36,"",31,"",20,"",3,""
1867,201810,L302H,1091,"",104,"",48,"",28,"",21,"",7,""
1868,201811,L302H,1251,"",100,"",39,"",39,"",18,"",4,""
1869,201812,L302H,960,"",106,"",45,"",43,"",16,"",2,""
1870,201901,L302H,1177,"",111,"",55,"",36,"",18,"",2,""
1871,201902,L302H,1042,"",112,"",42,"",26,"",17,"",27,""
1872,201903,L302H,773,"",87,"",38,"",29,"",17,"",3,""
1873,201904,L302H,745,"",100,"",55,"",27,"",17,"",1,""
1874,201905,L302H,860,"",88,"",40,"",26,"",19,"",3,""
